,lon,lat
0,106.36769670260679,-6.06350089615559
1,106.81476931356087,-6.722301883882036
2,106.86019138413342,-6.594631482332523
3,106.83340864929384,-6.495372495443919
4,106.83340864929384,-6.49446767332096
5,106.476908732848,-6.5964411265784415
6,106.8074402543649,-6.6013271660424175
7,106.89656523347635,-6.689366358606327
8,106.53481734871737,-6.549209411759981
9,106.88199759729672,-6.708820034249947
10,107.07979171337557,-6.7184111487533125
11,107.0678480613525,-6.719677899725455
12,107.03807941350716,-6.707734247702396
13,107.05635682039093,-6.717506326630352
14,107.00432954832078,-6.439635452669643
15,106.95628349359168,-6.697600239925253
16,106.97103209419588,-6.6980526509867335
17,107.05536151605568,-6.717415844418057
18,107.12032774448411,-6.5585290796264575
19,107.08902089902979,-6.328523295970283
20,107.0768058003698,-6.7128917338032625
21,106.92705773902009,-6.708096176551582
22,107.51283958142372,-6.712529804954079
23,107.44868769290596,-6.4305872314400565
24,107.56785276649964,-6.653987813598633
25,107.83504673940945,-6.557986186352682
26,108.31659307324823,-6.569748873951149
27,108.44779228107728,-6.69705734665148
28,110.8459328357678,-6.716782468931986
29,110.68867475079752,-6.552195324765744
30,111.30603488529243,-6.7041149592105596
31,111.09213493542494,-6.736507591212492
32,106.86634417456956,-6.974294845126116
33,106.77848594643022,-6.8867985458359815
34,107.08250617974443,-6.7413031484641746
35,107.08024412443704,-6.741393630676472
36,106.98134706639765,-6.881369613098228
37,106.9469638257252,-6.883269739556441
38,107.1342620051777,-6.857572791264406
39,107.14367215525648,-6.857301344627517
40,106.98053272648696,-6.879740933276901
41,107.04577040155228,-6.869154514438281
42,107.51944478292135,-6.814322293786964
43,107.57599616560628,-6.8183035111279855
44,107.57527230790792,-6.8130555428148245
45,107.54758475094536,-6.807355163440183
46,107.54070810281088,-6.808621914412324
47,107.71090514413946,-7.096445831725581
48,107.58450149356207,-6.793692349383501
49,107.79984915882632,-6.922177090843678
50,107.58567776232194,-6.8069932345909985
51,107.79514408378695,-6.966784821505557
52,107.52387841132385,-6.809888665384468
53,107.52912637963699,-6.80871239662462
54,107.608931690882,-6.761571164018457
55,107.5467704110347,-6.817941582278802
56,107.59400212585315,-6.796768744601562
57,107.54713233988389,-6.8018357484901335
58,107.58812078205393,-6.8015643018532455
59,107.61381773034596,-7.070929847858138
60,107.58585872674652,-6.824908712625586
61,107.63879082093963,-7.024241026313453
62,107.5225211781394,-6.956379367091527
63,107.73316376836424,-7.059710053533447
64,107.57843918533828,-6.794054278232684
65,107.55482332792904,-6.806812270166406
66,107.58513486904816,-6.8163129024574785
67,107.53754122538052,-6.802197677339318
68,107.55192789713556,-7.008587603586262
69,107.51166331266388,-6.839204902168338
70,107.56993385738244,-6.833775969430584
71,107.51483019009424,-6.9292347034027575
72,107.52994071954771,-6.993658038557439
73,107.5489419841298,-6.856306040292265
74,107.78093837645649,-7.0497570101808975
75,107.678964923199,-7.02786031480529
76,107.58196799161779,-6.825089677050178
77,107.70728585564764,-7.045685310627581
78,107.729725444297,-6.911409707580466
79,107.57201494826526,-6.866168601432516
80,107.57672002330463,-6.808802878836915
81,107.53238373927964,-6.986962354847544
82,107.81197377527398,-7.002072884300957
83,107.86517731610395,-6.845629139241347
84,107.83459432834795,-6.865897154795629
85,107.827265269152,-6.883269739556441
86,107.90046537889937,-7.123319048777463
87,107.8359515615324,-6.976466418221217
88,107.90254646978218,-7.1577927716622005
89,107.80871641563131,-7.010306765619885
90,107.833689506225,-6.891775067512256
91,107.90001296783792,-7.121237957894657
92,107.90634672269859,-7.154354447594957
93,107.8843595451107,-7.113818416486392
94,107.85486234390223,-6.96823253690229
95,107.89865573465343,-7.121961815593027
96,107.81477872385516,-7.024964884011822
97,107.92905775798486,-7.130105214699656
98,108.4829898616604,-6.893584711758174
99,108.34509497012144,-6.864268474974304
100,108.63427612061912,-7.026141152771668
101,108.33079878057869,-6.880917202036747
102,108.4715891029111,-6.876483573634249
103,108.47204151397258,-6.9544792406333125
104,108.58107257978914,-6.7469130456265205
105,108.4676983677824,-6.896932553613121
106,108.84184231562591,-6.8694259610751685
107,108.82492214192658,-6.984338370690963
108,109.57664836168092,-6.8896939766294505
109,110.01286310715945,-7.1351722185882265
110,110.4288098370837,-7.178603680490258
111,110.47640348075134,-7.18077525358536
112,110.42672874620092,-7.168379190500821
113,110.41912824036804,-7.171546067931177
114,110.26033195778874,-6.9696802522990255
115,110.80322523156413,-6.853139162861908
116,110.99188064420107,-6.887974814595827
117,111.31472117767284,-7.004063492971468
118,112.16652072422643,-7.1467539417621015
119,112.26026029616501,-7.097169689423947
120,111.93325758092762,-6.788263416645748
121,112.65005766673576,-7.176251142970567
122,112.64272860753978,-7.1798704314624
123,112.61196465535916,-7.112913594363435
124,107.22646337950722,-7.203938699933107
125,107.73397810827491,-7.3170414653029825
126,107.52822155751404,-7.286729924183858
127,107.94244912540466,-7.2206779092078515
128,109.03321219463172,-7.290711141524878
129,108.87830664718115,-7.640605856473122
130,109.44635397597479,-7.448059708707446
131,110.32348854197129,-7.316770018666098
132,110.50852466611641,-7.600884165275222
133,110.3765111183767,-7.2147060831963215
134,110.37397761643238,-7.2351550631751955
135,110.51730144070908,-7.586678457944765
136,110.37642063616438,-7.2291832371636655
137,110.36592469953806,-7.233526383353867
138,110.38049233571768,-7.228821308314482
139,110.32909843913365,-7.595817161386651
140,110.36366264423066,-7.229997577074328
141,110.13121384084248,-7.3376714097064495
142,110.71183819714528,-7.585411706972621
143,110.79743436997721,-7.629386062148429
144,110.59620192983112,-7.5743728770725225
145,110.95025882654495,-7.459550949669025
146,110.80304426713957,-7.430687123946633
147,111.27934263266516,-7.5686724976978805
148,111.22161498122036,-7.396303883274193
149,111.27445659320118,-7.590026299799713
150,111.08390105410601,-7.38969868177659
151,111.28024745478812,-7.580797114145532
152,111.37606811760948,-7.6229618250754205
153,111.09276831091101,-7.197514462860099
154,111.06824763137881,-7.587673762280017
155,111.27952359708976,-7.5717488929159416
156,111.04580804272943,-7.564691280356861
157,111.28450011876602,-7.5777207189274725
158,111.27789491726843,-7.572472750614308
159,111.1369236305114,-7.5060588067891185
160,111.42013295499756,-7.572472750614308
161,111.47994169732516,-7.409785732906281
162,112.22225776700071,-7.450321764014844
163,112.708237729242,-7.630290884271388
164,112.66779218034573,-7.238864833879327
165,112.58581529600565,-7.63110522418205
166,112.66643494716128,-7.238502905030142
167,112.46321189834472,-7.51266400828672
168,112.40068868964823,-7.566138995753598
169,112.58852976237452,-7.634362583824704
170,112.63621388825449,-7.443354633668059
171,112.63422327958395,-7.289082461703551
172,112.41317523494509,-7.570482141943799
173,112.58852976237452,-7.633276797277152
174,112.66489674955228,-7.293244643469162
175,108.4318674117132,-7.781486661017838
176,110.69021294840657,-7.957203117296474
177,110.59158733700407,-7.980638010281112
178,110.95451149052288,-7.770719277754625
179,111.22152449900808,-7.815417490628799
180,111.31933577049996,-7.659335674418372
181,111.5120628826902,-7.842381189892977
182,111.60960270754518,-7.82600390946742
183,111.63511869141264,-7.816231830539462
184,112.20959025727929,-8.075010957705736
185,112.16154420255016,-7.962993978883412
186,112.0793863537855,-8.080982783717264
187,112.10978837711693,-8.054652459939156
188,112.27745191650122,-8.081616159203335
189,112.3091206908048,-7.85161037554716
190,112.28849074640131,-7.848081569267618
191,112.26270331589701,-7.6538162594683214
192,112.29600077002188,-7.8397572057363965
193,112.12580372869327,-8.0051586898133
194,112.27817577419958,-8.080620854868082
195,112.30939213744169,-7.84916735581517
196,112.52492076713051,-7.853420019793078
197,112.70398506526408,-7.838309490339662
198,112.49497115486055,-7.872873695436696
199,112.57730996804985,-7.730635657707541
200,112.51722977908535,-7.884364936398275
201,112.33825596316409,-8.095821866533793
202,112.53007825323135,-7.856315450586545
203,112.57486694831785,-7.729730835584582
204,112.52863053783464,-7.8599347390783825
205,112.55423700391438,-7.9028233077066385
206,112.55677050585871,-8.009049424942024
207,112.57758141468672,-7.950416951374281
208,112.82369303213156,-7.856044003949657
209,112.82812666053408,-7.863101616508738
210,112.82830762495868,-7.864006438631697
211,112.82441688982992,-7.8544153241283325
212,112.80062006799612,-7.865997047302207
213,112.82921244708162,-7.865182707391543
214,112.82405496098076,-7.853239055368485
215,112.81735927727085,-7.8332424864510894
216,113.15024333630748,-7.832156699903541
217,113.0500795272959,-7.69688579252117
218,112.81681638399708,-7.8343282729986425
219,113.15051478294436,-7.83152332441747
220,113.22045753304909,-7.7344359106239695
221,112.80776816276749,-7.816503277176349
222,112.81835458160612,-7.833604415300275
223,113.53207827219616,-7.743212685216672
224,113.2988151288973,-7.790263435610539
225,113.23764915338528,-8.017916681747023
226,113.43037626557556,-7.850253142362722
227,112.29183858825628,-8.137896095251387
228,112.76714164944664,-8.209919936238924
229,112.68217885210079,-8.41323346726781
230,112.67367352414496,-8.109665645015067
231,112.33780355210259,-8.115185059965116
232,112.61124079766078,-8.111837218110168
233,113.15748191329115,-8.144048885687507
234,113.41354657408856,-8.270543018477175
235,113.3657719659963,-8.270633500689474
236,113.31645916029505,-8.238059904262947
237,113.47353628084072,-8.218063335345553
238,113.39970279560728,-8.154001929040056
239,113.75267390577358,-8.113375415719197
